Geneid	SRR10440857	SRR10440859	SRR10440860	SRR10440861	SRR11357867	SRR11357868	SRR11357869	SRR11357870
ENSG00000225613.2	3	0	0	0	0	0	0	0
ENSG00000225614.4	597	292	336	186	257	165	115	95
ENSG00000225615.1	0	0	0	0	0	0	0	0
ENSG00000225616.2	0	1	0	0	2	0	2	0
ENSG00000225619.1	0	0	0	0	0	0	0	0
ENSG00000225620.1	0	0	0	0	0	0	0	0
ENSG00000225622.1	0	0	0	0	0	0	0	0
ENSG00000225623.1	0	2	0	0	0	0	0	0
ENSG00000225624.1	0	0	0	0	0	0	0	0
ENSG00000225625.4	0	1	0	0	0	1	0	0
ENSG00000225626.5	0	0	1	1	0	0	0	0
ENSG00000225630.1	10314	4405	8849	5796	16868	15697	7854	5061
ENSG00000225632.2	0	0	0	0	0	0	0	1
ENSG00000225636.1	0	0	1	1	0	5	1	2
ENSG00000225637.2	0	0	0	0	0	0	1	0
ENSG00000225638.1	0	0	0	0	0	0	0	0
ENSG00000225639.1	0	1	0	0	1	1	1	0
ENSG00000225642.1	1	0	0	0	0	0	0	0
ENSG00000225644.1	0	0	0	0	0	3	0	0
ENSG00000225647.3	0	2	0	1	0	0	0	2
ENSG00000225648.8	0	0	0	0	0	0	0	0
ENSG00000225649.8	19	21	0	5	13	36	6	10
ENSG00000225650.2	3	0	0	0	0	0	0	0
ENSG00000225652.2	0	3	3	0	0	0	0	0
ENSG00000225653.1	0	0	0	0	0	0	0	0
ENSG00000225656.2	3	0	0	3	6	15	7	5
ENSG00000225657.3	1	55	0	0	0	2	0	0
ENSG00000225658.1	0	0	0	0	0	0	0	2
ENSG00000225660.1	0	0	0	0	0	0	0	0
ENSG00000225661.7	0	0	0	0	0	0	0	0
ENSG00000225662.2	0	0	0	0	0	0	0	0
ENSG00000225663.8	1864	1415	1648	796	2002	3115	1406	2060
ENSG00000225664.3	0	0	0	0	0	0	0	0
ENSG00000225665.4	0	0	0	0	0	0	0	0
ENSG00000225669.1	0	0	0	0	0	0	0	0
ENSG00000225670.5	2	32	3	21	422	1140	38	245
ENSG00000225671.2	1	1	0	0	1	0	0	0
ENSG00000225672.1	0	0	0	0	0	0	0	0
ENSG00000225673.3	0	0	0	0	0	0	0	0
ENSG00000225674.1	1	3	1	2	0	1	0	2
ENSG00000225675.3	0	7	3	7	2	6	1	1
ENSG00000225676.3	1	7	37	0	0	0	0	0
ENSG00000225678.3	0	0	0	0	0	0	0	0
ENSG00000225680.2	1	7	7	10	0	5	3	7
ENSG00000225681.2	0	0	0	0	0	0	0	0
ENSG00000225683.6	0	3	0	1	42	38	9	37
ENSG00000225684.5	51	12	15	32	17	9	6	9
ENSG00000225685.2	0	1	0	0	0	0	0	0
ENSG00000225689.3	14	9	0	5	4	9	4	8
ENSG00000225690.1	0	0	0	0	4	0	0	0
ENSG00000225693.1	9	7	0	3	0	1	0	0
ENSG00000225695.1	4	1	3	5	3	4	4	10
ENSG00000225697.13	1388	1000	661	480	408	605	139	473
ENSG00000225698.4	469	261	22	327	15	78	35	124
ENSG00000225701.1	0	0	0	0	0	0	0	0
ENSG00000225703.2	0	2	0	2	1	4	0	7
ENSG00000225705.2	0	0	0	0	0	0	0	0
ENSG00000225706.4	17	3	10	2	60	85	57	58
ENSG00000225708.7	0	0	0	0	0	3	0	0
ENSG00000225710.1	1	0	0	0	0	0	0	1
ENSG00000225711.1	0	0	0	0	0	0	0	0
ENSG00000225712.1	0	0	0	0	0	0	0	0
ENSG00000225713.5	0	0	0	0	0	0	0	0
ENSG00000225715.1	0	8	2	2	1	0	0	2
ENSG00000225716.1	0	0	0	0	0	0	0	0
ENSG00000225718.3	0	0	0	0	0	0	0	0
ENSG00000225719.2	0	0	0	0	0	0	0	0
ENSG00000225720.8	0	0	0	0	0	0	0	0
ENSG00000225721.5	6	3	4	6	1	4	0	4
ENSG00000225722.1	0	0	0	0	0	0	0	0
ENSG00000225723.1	0	0	0	0	0	0	0	0
ENSG00000225724.1	0	1	2	1	0	0	0	0
ENSG00000225725.5	3	1	0	2	2	6	0	5
ENSG00000225726.1	0	1	0	4	3	0	1	2
ENSG00000225727.4	0	0	0	0	0	0	0	0
ENSG00000225728.2	0	0	0	0	0	0	0	0
ENSG00000225730.1	0	0	5	5	2	1	0	2
ENSG00000225731.2	5	0	0	0	6	6	3	1
ENSG00000225733.8	3483	3254	4832	2717	7162	6442	4263	3974
ENSG00000225735.1	0	0	0	0	0	0	0	0
ENSG00000225738.3	0	0	0	0	0	0	0	0
ENSG00000225739.1	0	0	0	0	1	0	0	0
ENSG00000225740.1	0	0	0	0	0	0	0	0
ENSG00000225741.1	0	0	0	0	0	0	0	0
ENSG00000225744.2	0	0	0	0	0	2	0	0
ENSG00000225746.15	2	7	2	5	6	19	5	9
ENSG00000225750.1	1	0	0	0	1	2	1	1
ENSG00000225751.2	0	1	0	1	0	0	0	0
ENSG00000225752.2	0	0	0	0	0	0	0	0
ENSG00000225755.2	0	1	0	1	0	0	0	0
ENSG00000225756.1	150	84	24	75	40	50	31	145
ENSG00000225758.1	0	0	0	0	0	0	0	0
ENSG00000225759.1	0	0	0	0	0	0	0	0
ENSG00000225760.3	0	0	0	0	0	0	0	0
ENSG00000225761.1	0	2	0	0	0	7	0	10
ENSG00000225762.2	24	43	63	4	9	21	6	18
ENSG00000225764.4	1	7	21	14	47	14	60	47
ENSG00000225765.4	0	0	0	0	0	0	0	0
ENSG00000225766.13	0	0	0	1	0	0	0	0
ENSG00000225767.2	10	10	10	5	0	3	1	4
ENSG00000225768.1	0	0	0	0	0	1	0	0
ENSG00000225769.1	0	0	0	0	0	0	0	0
ENSG00000225770.1	1	0	0	0	0	1	0	0
ENSG00000225774.2	0	6	1	4	15	6	18	9
ENSG00000225775.2	0	2	0	0	0	0	0	0
ENSG00000225777.1	0	0	0	0	0	0	0	0
ENSG00000225778.6	6	8	7	3	19	11	11	11
ENSG00000225779.1	1	1	0	0	0	1	0	1
ENSG00000225781.2	0	0	0	0	0	0	0	0
ENSG00000225783.10	200	1075	105	1002	322	525	70	946
ENSG00000225785.1	0	0	0	0	0	0	0	0
ENSG00000225787.1	0	0	1	0	0	0	0	0
ENSG00000225791.8	288	227	162	236	411	457	201	299
ENSG00000225792.4	4	22	1	50	184	295	38	127
ENSG00000225793.6	7	51	28	33	73	65	34	59
ENSG00000225794.4	0	0	0	0	0	0	0	0
ENSG00000225795.1	0	0	0	0	0	0	0	0
ENSG00000225796.2	0	2	0	6	2	9	0	1
ENSG00000225797.2	0	0	0	0	0	0	2	0
ENSG00000225798.1	1	4	0	5	0	2	1	0
ENSG00000225801.1	0	0	0	0	0	0	0	0
ENSG00000225802.3	0	0	0	0	0	0	0	0
ENSG00000225803.1	0	0	0	0	1	0	0	0
ENSG00000225805.4	0	0	1	2	10	1	2	0
ENSG00000225806.9	15	36	24	12	5	16	13	6
ENSG00000225807.3	1	0	0	0	0	2	0	0
ENSG00000225808.1	2	15	4	3	6	17	23	36
ENSG00000225809.1	0	0	0	0	0	0	0	0
ENSG00000225811.1	0	0	0	0	0	0	0	0
ENSG00000225813.1	0	0	0	0	0	0	0	0
ENSG00000225814.1	0	0	0	0	0	0	0	0
ENSG00000225815.3	0	0	0	0	0	0	0	0
ENSG00000225816.1	0	0	0	0	0	0	0	0
ENSG00000225818.2	0	0	0	0	0	0	0	0
ENSG00000225819.1	0	0	0	0	0	0	0	0
ENSG00000225822.5	7	5	2	2	4	7	6	2
ENSG00000225823.1	0	0	0	0	0	0	0	0
ENSG00000225825.1	0	2	0	6	0	0	1	0
ENSG00000225826.2	6	2	27	1	0	5	0	0
ENSG00000225827.1	0	0	0	0	0	0	0	0
ENSG00000225828.2	151	141	64	74	179	574	85	359
ENSG00000225830.16	394	535	487	861	729	545	570	432
ENSG00000225831.1	0	1	0	0	0	0	1	2
ENSG00000225832.1	0	0	0	0	0	2	1	0
ENSG00000225833.2	6	0	1	1	0	0	0	1
ENSG00000225839.2	0	1	0	0	0	0	0	2
ENSG00000225840.2	0	0	0	0	0	0	0	0
ENSG00000225842.1	0	0	0	0	0	0	0	0
ENSG00000225843.1	0	0	0	0	0	0	0	0
ENSG00000225846.4	0	0	0	0	0	0	0	0
ENSG00000225849.3	0	0	0	0	0	0	0	0
ENSG00000225850.5	6	10	6	3	13	29	8	12
ENSG00000225851.1	0	0	0	0	0	0	0	0
ENSG00000225854.2	0	3	1	0	0	0	0	6
ENSG00000225855.8	370	382	135	220	109	526	43	433
ENSG00000225856.2	0	0	0	0	0	0	0	0
ENSG00000225857.5	3	0	8	14	0	0	0	3
ENSG00000225858.1	0	0	0	0	0	0	0	0
ENSG00000225864.1	1	0	0	0	0	0	0	3
ENSG00000225867.3	0	23	0	5	3	0	1	0
ENSG00000225868.8	0	0	0	0	0	0	0	0
ENSG00000225869.4	0	0	0	0	0	0	0	0
ENSG00000225870.2	0	0	0	0	0	1	0	0
ENSG00000225871.2	14	17	0	9	1	11	0	4
ENSG00000225872.7	0	0	0	0	0	1	0	0
ENSG00000225873.5	0	0	0	0	0	0	0	0
ENSG00000225876.1	0	0	0	0	0	0	0	0
ENSG00000225877.4	0	0	0	0	0	0	0	0
ENSG00000225878.1	2	0	0	0	0	0	0	0
ENSG00000225879.3	3	2	0	3	0	1	0	1
ENSG00000225880.7	322	447	279	166	164	267	80	234
ENSG00000225881.3	0	1	0	0	0	0	0	0
ENSG00000225882.2	0	0	0	0	0	0	0	0
ENSG00000225883.2	0	0	0	0	0	0	0	0
ENSG00000225884.4	0	0	0	0	0	0	0	1
ENSG00000225885.8	3	14	0	9	2	1	5	4
ENSG00000225886.3	8	27	2	14	19	41	8	29
ENSG00000225889.11	20	56	31	78	99	89	18	78
ENSG00000225891.3	43	49	34	37	25	61	7	58
ENSG00000225893.1	0	4	0	7	0	0	2	0
ENSG00000225895.1	0	0	0	0	0	0	0	0
ENSG00000225896.1	0	0	0	0	0	0	0	0
ENSG00000225898.1	1	0	0	0	0	0	0	0
ENSG00000225899.8	0	0	0	1	0	0	0	0
ENSG00000225900.1	0	0	0	0	0	0	0	1
ENSG00000225901.1	0	0	0	0	0	0	0	0
ENSG00000225903.1	0	0	0	4	3	9	0	5
ENSG00000225904.1	0	0	0	0	0	0	0	0
ENSG00000225905.2	111	71	166	9	29	46	37	20
ENSG00000225906.1	0	0	0	0	0	0	0	0
ENSG00000225907.1	0	1	0	0	0	0	0	0
ENSG00000225911.1	0	0	0	0	0	0	0	0
ENSG00000225912.1	0	0	0	0	0	0	0	0
ENSG00000225913.3	0	39	4	0	2	3	0	0
ENSG00000225914.6	10	9	1	15	44	101	18	89
ENSG00000225918.1	0	0	0	0	0	0	0	0
ENSG00000225919.2	0	0	0	0	0	0	0	0
ENSG00000225920.2	21	22	7	20	3	12	0	2
ENSG00000225921.7	1192	1530	1226	2051	1714	1909	1382	1434
ENSG00000225922.1	0	0	0	0	0	0	0	0
ENSG00000225923.1	0	0	0	0	0	0	0	0
ENSG00000225924.3	0	0	0	0	0	0	0	2
ENSG00000225925.1	0	0	0	0	0	0	0	0
ENSG00000225928.2	0	3	0	0	0	3	0	3
ENSG00000225929.2	0	1	0	0	8	16	0	9
ENSG00000225930.5	29	10	0	0	1	2	0	2
ENSG00000225931.3	16	30	7	11	8	20	5	20
ENSG00000225933.1	0	2	0	0	0	0	0	0
ENSG00000225934.2	0	0	0	2	0	0	0	0
ENSG00000225935.1	0	0	0	0	0	0	0	0
ENSG00000225936.3	0	3	0	2	46	52	29	43
ENSG00000225937.3	0	55	0	0	5	2	0	6
ENSG00000225938.4	14	29	5	3	161	146	31	96
ENSG00000225940.8	1	2	2	0	21	18	5	5
ENSG00000225942.2	0	0	0	0	0	0	0	0
ENSG00000225943.1	0	0	0	0	0	0	0	0
ENSG00000225944.1	0	0	0	0	0	0	0	0
ENSG00000225945.2	4	5	3	7	2	3	11	2
ENSG00000225947.1	0	0	0	0	0	0	0	0
ENSG00000225948.3	0	11	0	3	3	12	7	27
ENSG00000225949.1	0	0	0	0	0	0	0	0
ENSG00000225950.9	146	38	30	23	31	87	32	79
ENSG00000225951.2	3	8	2	3	1	7	1	10
ENSG00000225952.1	0	0	0	0	0	0	0	0
ENSG00000225953.6	58	93	9	21	1	14	0	3
ENSG00000225956.1	2	0	0	1	1	2	0	0
ENSG00000225957.1	0	0	0	0	1	0	0	0
ENSG00000225959.1	0	0	0	0	0	0	0	0
ENSG00000225960.2	0	0	0	0	0	4	0	2
ENSG00000225963.9	11	39	13	37	25	28	12	21
ENSG00000225964.6	10	50	9	22	17	143	74	65
ENSG00000225965.1	0	0	0	0	0	0	0	0
ENSG00000225968.8	231	50	74	34	231	366	44	78
ENSG00000225969.4	0	0	0	0	0	0	0	0
ENSG00000225970.2	0	0	0	0	0	0	0	0
ENSG00000225971.1	0	0	0	0	0	0	0	0
ENSG00000225972.1	28	1290	3	16	12	9387	8	11
ENSG00000225973.4	194	176	152	113	230	336	158	253
ENSG00000225974.1	0	0	0	0	1	0	1	0
ENSG00000225975.9	49	58	36	75	81	108	19	63
ENSG00000225976.5	11	8	63	15	0	0	0	1
ENSG00000225978.4	18	91	20	32	39	36	18	39
ENSG00000225979.2	0	0	0	0	2	2	1	2
ENSG00000225980.5	0	0	0	0	0	0	0	0
ENSG00000225981.4	2	4	5	7	6	7	3	9
ENSG00000225982.2	0	1	0	0	2	0	0	1
ENSG00000225984.1	1	0	0	0	0	0	0	2
ENSG00000225988.2	0	0	0	0	0	2	0	1
ENSG00000225990.2	0	0	0	0	0	0	0	0
ENSG00000225991.1	0	0	0	0	0	0	0	0
ENSG00000225992.1	0	2	0	1	0	10	0	4
ENSG00000225997.1	0	0	0	0	0	0	0	0
ENSG00000225999.1	0	0	0	0	0	0	0	0
ENSG00000226002.1	7	4	7	12	18	5	3	20
ENSG00000226003.2	0	0	0	0	0	0	0	0
ENSG00000226004.3	34	8	4	130	13	6	38	35
ENSG00000226005.7	23	3	0	4	19	26	16	10
ENSG00000226007.4	1	4	8	6	13	5	8	12
ENSG00000226008.1	1	0	0	1	0	0	0	0
ENSG00000226009.4	3	3	3	3	5	7	1	6
ENSG00000226010.1	0	0	0	0	1	0	0	0
ENSG00000226011.1	0	0	0	0	0	0	0	0
ENSG00000226012.1	15	11	2	7	33	2	45	14
ENSG00000226013.1	0	0	0	0	0	0	0	0
ENSG00000226014.1	0	0	0	0	0	1	0	0
ENSG00000226015.2	65	140	175	217	73	104	122	191
ENSG00000226016.1	0	0	0	0	0	0	0	0
ENSG00000226017.2	0	1	0	1	0	4	0	13
ENSG00000226020.4	0	0	0	0	0	0	0	0
ENSG00000226022.2	0	0	0	0	0	0	0	0
ENSG00000226023.6	0	0	0	0	0	0	0	0
ENSG00000226024.1	0	0	0	0	0	0	0	0
ENSG00000226025.12	0	0	0	0	0	0	0	0
ENSG00000226026.8	6	42	3	8	13	23	69	23
ENSG00000226028.2	0	0	0	0	0	0	0	0
ENSG00000226029.1	41	23	8	28	23	86	12	30
ENSG00000226030.1	0	0	0	0	0	0	0	0
ENSG00000226031.6	0	1	1	2	19	19	2	4
ENSG00000226034.2	0	0	0	0	0	0	0	0
ENSG00000226036.1	0	0	0	0	0	0	0	0
ENSG00000226037.1	1	0	0	0	0	0	0	0
ENSG00000226038.5	0	0	0	0	0	0	0	0
ENSG00000226040.3	0	1	0	0	0	0	0	1
ENSG00000226041.2	0	0	0	0	0	0	0	0
ENSG00000226042.1	0	0	0	0	0	0	0	0
ENSG00000226043.3	36	0	1	0	0	2	3	1
ENSG00000226045.1	0	1	1	1	0	0	1	0
ENSG00000226046.1	0	0	0	0	0	0	0	0
ENSG00000226047.1	0	0	0	0	0	0	0	0
ENSG00000226048.1	0	1	0	0	0	0	0	0
ENSG00000226049.3	35	24	35	38	34	21	18	22
ENSG00000226051.11	64	7	128	11	74	150	46	202
ENSG00000226053.2	4	0	2	7	0	0	0	0
ENSG00000226054.2	0	0	0	0	0	0	0	0
ENSG00000226055.2	4	11	2	2	4	3	2	8
ENSG00000226056.1	0	1	0	0	0	0	0	0
ENSG00000226057.8	0	1	0	0	0	2	0	0
ENSG00000226058.1	0	2	0	0	0	0	0	0
ENSG00000226059.2	0	0	0	0	0	0	0	0
ENSG00000226061.1	0	0	0	0	0	0	0	0
ENSG00000226063.1	0	0	0	0	0	0	0	0
ENSG00000226064.1	0	0	0	0	0	0	0	0
ENSG00000226065.1	3	12	4	1	1	0	0	0
ENSG00000226066.1	0	0	0	0	0	0	0	0
ENSG00000226067.8	96	305	31	137	272	317	237	330
ENSG00000226068.1	0	0	1	1	0	0	0	0
ENSG00000226070.3	0	0	0	1	0	0	0	4
ENSG00000226072.1	0	0	0	0	0	0	3	2
ENSG00000226074.6	20	6	17	4	2	2	3	4
ENSG00000226075.2	0	0	0	0	0	0	0	0
ENSG00000226080.1	0	0	0	0	0	0	0	1
ENSG00000226081.2	0	0	0	0	0	1	0	0
ENSG00000226082.2	0	0	0	0	0	0	0	0
ENSG00000226083.5	0	0	0	0	0	0	0	1
ENSG00000226084.5	32	69	125	132	125	190	107	182
ENSG00000226085.3	35	13	48	40	81	47	32	35
ENSG00000226086.5	0	1	2	4	9	15	4	3
ENSG00000226087.5	2	15	35	32	43	24	28	33
ENSG00000226088.2	1	3	4	6	0	6	1	2
ENSG00000226089.3	1	5	0	4	4	7	1	0
ENSG00000226091.8	100	79	16	90	103	75	42	186
ENSG00000226092.4	0	0	0	0	0	0	0	0
ENSG00000226093.1	0	0	0	0	0	0	0	0
ENSG00000226094.1	0	0	0	0	0	4	1	0
ENSG00000226096.1	0	0	0	0	0	0	0	0
ENSG00000226097.7	3	1	2	0	0	0	0	1
ENSG00000226098.4	2	8	4	6	1	4	1	2
ENSG00000226101.2	0	0	4	0	0	0	0	0
ENSG00000226102.3	2	3	0	0	0	0	0	2
ENSG00000226107.1	1	1	2	3	1	5	0	4
ENSG00000226108.2	0	0	0	0	0	0	0	0
ENSG00000226110.2	0	0	0	0	0	0	0	0
ENSG00000226112.1	0	0	0	0	0	0	0	0
ENSG00000226113.1	0	0	0	0	0	0	0	0
ENSG00000226114.1	0	0	0	0	0	0	0	0
ENSG00000226115.2	0	0	0	0	0	0	0	0
ENSG00000226116.1	0	0	0	0	0	0	0	0
ENSG00000226117.1	0	0	0	0	0	0	0	0
ENSG00000226118.1	0	0	0	0	0	0	0	0
ENSG00000226119.1	0	0	0	0	0	0	0	0
ENSG00000226121.2	48	94	82	148	157	69	85	23
ENSG00000226122.1	0	0	0	0	0	0	0	0
ENSG00000226124.10	82	20	20	46	67	51	51	40
ENSG00000226125.3	3	0	2	1	2	7	1	3
ENSG00000226126.2	0	0	0	0	0	0	0	0
ENSG00000226128.1	0	0	0	0	0	0	1	0
ENSG00000226130.1	0	0	0	0	0	0	0	0
ENSG00000226131.1	0	0	0	0	0	0	0	0
ENSG00000226132.1	0	1	0	1	0	0	0	0
ENSG00000226133.6	0	0	0	4	0	0	0	3
ENSG00000226134.1	0	1	1	0	2	5	2	2
ENSG00000226137.6	321	391	1634	1543	1461	1230	1594	1036
ENSG00000226138.4	1	1	0	0	2	1	0	4
ENSG00000226140.7	0	0	0	0	0	0	0	0
ENSG00000226141.1	0	0	0	0	0	0	0	0
ENSG00000226142.2	0	0	0	0	0	0	0	0
ENSG00000226143.1	0	0	0	0	0	0	0	0
ENSG00000226144.2	0	0	0	0	0	0	0	0
ENSG00000226145.8	0	0	0	0	0	0	0	0
ENSG00000226147.1	0	1	0	0	0	0	0	1
ENSG00000226148.1	0	1	1	1	0	0	0	7
ENSG00000226149.7	38	42	7	21	22	81	1	39
ENSG00000226153.1	0	1	0	0	0	0	0	0
ENSG00000226156.1	0	0	0	0	0	0	0	0
ENSG00000226157.1	0	0	0	0	0	0	0	0
ENSG00000226158.1	0	0	0	0	1	2	2	0
ENSG00000226159.3	0	0	0	0	0	0	0	0
ENSG00000226160.1	0	0	0	0	0	0	0	0
ENSG00000226161.1	1	0	0	1	0	2	2	2
ENSG00000226163.1	0	0	0	1	0	1	0	0
ENSG00000226164.2	0	0	0	0	0	0	0	0
ENSG00000226166.2	0	0	0	0	0	0	0	0
ENSG00000226167.2	22	86	21	85	21	40	7	40
ENSG00000226168.1	0	0	0	0	0	0	0	0
ENSG00000226169.1	0	0	0	0	0	0	0	0
ENSG00000226172.3	2	5	2	1	0	0	0	0
ENSG00000226174.7	40	31	8	27	13	52	11	22
ENSG00000226179.6	0	1	0	0	0	1	0	1
ENSG00000226180.3	20	27	12	11	10	9	15	17
ENSG00000226181.1	0	0	0	0	0	0	0	0
ENSG00000226183.1	0	0	0	0	0	0	0	0
ENSG00000226185.2	0	2	0	0	0	0	0	0
ENSG00000226186.1	0	9	0	0	0	4	0	1
ENSG00000226188.2	0	0	0	0	0	1	0	0
ENSG00000226191.3	0	0	0	0	0	0	0	1
ENSG00000226193.2	1	0	0	0	0	0	0	0
ENSG00000226194.7	9	16	9	17	44	111	24	68
ENSG00000226196.1	0	0	0	0	0	0	0	0
ENSG00000226197.5	22	6	3	0	43	22	4	2
ENSG00000226199.1	0	0	0	0	0	0	0	0
ENSG00000226200.8	134	118	122	217	256	212	116	188
ENSG00000226203.3	1	0	0	0	0	1	0	0
ENSG00000226204.1	0	0	0	0	0	0	0	0
ENSG00000226205.1	0	0	0	2	0	0	1	0
ENSG00000226206.2	0	0	0	0	0	0	0	0
ENSG00000226207.1	0	0	0	0	0	1	0	0
ENSG00000226208.2	0	0	0	0	0	0	0	0
ENSG00000226209.1	0	1	0	1	0	0	0	0
ENSG00000226210.3	0	0	0	0	0	0	0	0
ENSG00000226211.1	0	0	0	0	0	0	0	0
ENSG00000226212.2	2	3	0	1	5	4	7	0
ENSG00000226213.1	0	0	0	0	0	0	0	0
ENSG00000226216.1	0	0	0	0	0	1	0	2
ENSG00000226217.1	0	0	0	0	0	0	0	0
ENSG00000226218.1	0	0	0	0	0	0	0	0
ENSG00000226220.1	1	2	1	5	0	1	1	7
ENSG00000226221.1	39	45	30	48	107	196	103	128
ENSG00000226222.3	0	0	0	0	0	0	0	0
ENSG00000226223.1	0	0	0	0	0	0	0	0
ENSG00000226226.1	0	0	0	0	0	0	0	0
ENSG00000226229.2	0	0	0	0	0	0	0	0
ENSG00000226230.1	0	0	0	0	0	0	0	0
ENSG00000226232.9	0	0	0	0	0	0	1	0
ENSG00000226233.1	0	0	0	0	0	0	0	0
ENSG00000226234.2	0	0	0	0	0	0	0	0
ENSG00000226235.2	2	2	8	4	1	0	0	1
ENSG00000226237.5	18	9	10	18	104	100	41	89
ENSG00000226238.1	0	0	0	0	0	0	0	0
ENSG00000226239.2	10	20	1	3	51	190	7	57
ENSG00000226241.2	1	2	0	0	0	2	0	1
ENSG00000226242.1	0	0	0	0	0	0	0	0
ENSG00000226243.1	0	0	0	0	0	0	0	0
ENSG00000226245.1	11	18	6	4	0	15	0	12
ENSG00000226246.1	0	0	0	0	0	0	0	0
ENSG00000226247.1	0	0	2	0	0	0	0	0
ENSG00000226249.2	0	0	0	0	0	0	0	0
ENSG00000226250.3	0	0	0	0	0	0	0	0
ENSG00000226251.9	9	16	14	26	80	50	64	55
ENSG00000226252.1	2	4	2	1	38	75	9	44
ENSG00000226253.1	0	1	0	1	0	1	0	0
ENSG00000226254.1	0	0	0	0	0	0	0	0
ENSG00000226255.1	0	0	0	0	0	0	0	0
ENSG00000226258.8	0	0	0	0	0	0	0	0
ENSG00000226259.11	0	0	0	0	0	0	0	0
ENSG00000226261.1	5	4	1	3	0	5	0	21
ENSG00000226262.1	0	0	0	0	0	0	0	0
ENSG00000226263.2	2	5	5	0	3	6	1	1
ENSG00000226266.9	6	28	38	25	36	30	21	24
ENSG00000226268.3	6	4	12	5	13	3	2	7
ENSG00000226270.3	0	0	0	0	0	0	0	0
ENSG00000226272.6	0	0	2	0	0	0	0	4
ENSG00000226273.2	0	0	0	0	0	0	0	0
ENSG00000226276.1	1	2	0	2	2	2	2	7
ENSG00000226278.1	0	0	0	0	0	0	0	0
ENSG00000226279.2	0	0	0	0	0	0	0	0
ENSG00000226280.2	0	0	0	1	0	0	0	0
ENSG00000226281.7	8	56	29	122	39	24	13	20
ENSG00000226284.1	0	5	2	12	32	32	19	40
ENSG00000226285.1	0	0	0	0	0	0	0	0
ENSG00000226286.1	0	8	22	5	23	10	23	14
ENSG00000226287.10	0	0	0	0	0	0	0	0
ENSG00000226288.3	0	2	0	0	0	0	0	0
ENSG00000226289.1	1	0	0	0	0	0	0	0
ENSG00000226291.1	4	0	2	3	4	4	0	3
ENSG00000226292.1	0	0	0	0	0	0	0	0
ENSG00000226296.1	0	0	0	0	0	0	0	0
ENSG00000226297.1	0	0	0	0	0	0	0	2
ENSG00000226298.1	0	0	0	0	1	1	2	0
ENSG00000226299.2	0	0	0	0	0	0	0	0
ENSG00000226301.3	0	0	0	0	0	0	0	0
ENSG00000226302.1	1	1	0	0	0	0	0	0
ENSG00000226304.2	3	0	0	0	0	0	0	0
ENSG00000226306.9	0	0	0	0	0	0	0	0
ENSG00000226307.1	0	0	0	0	0	0	0	0
ENSG00000226308.3	0	0	0	0	2	3	0	0
ENSG00000226309.1	0	0	0	0	0	0	0	0
ENSG00000226310.3	141	100	48	54	29	159	10	91
ENSG00000226312.7	10	40	17	44	44	192	20	143
ENSG00000226313.1	0	0	0	0	0	0	0	0
ENSG00000226314.9	62	40	4	14	30	39	10	23
ENSG00000226317.3	0	0	0	0	0	0	0	0
ENSG00000226318.1	1	16	4	13	1	4	0	3
ENSG00000226320.7	0	44	1	1	13	3	28	9
ENSG00000226321.6	2	108	2	9	50	74	420	150
ENSG00000226323.1	0	0	0	0	0	0	0	0
ENSG00000226324.1	0	0	0	0	0	0	0	0
ENSG00000226327.3	0	0	0	0	0	0	0	0
ENSG00000226328.9	115	435	190	124	190	362	94	183
ENSG00000226329.2	0	3	1	1	0	10	2	8
ENSG00000226330.2	11	24	7	11	19	55	16	37
ENSG00000226331.1	0	0	0	0	0	0	0	0
ENSG00000226332.2	323	134	236	26	99	164	66	190
ENSG00000226334.2	29	4	1	18	25	20	12	21
ENSG00000226336.2	0	0	0	0	0	0	0	0
ENSG00000226337.4	0	13	0	0	28	48	11	47
ENSG00000226338.1	0	0	0	0	0	0	0	0
ENSG00000226339.1	0	0	0	0	0	0	0	0
ENSG00000226340.1	0	0	0	0	0	0	0	0
ENSG00000226341.1	0	0	0	0	0	0	0	0
ENSG00000226342.1	0	0	0	0	0	1	0	0
ENSG00000226344.1	0	0	0	0	0	0	0	0
ENSG00000226345.1	0	0	0	0	0	1	0	0
ENSG00000226348.1	2	0	0	1	0	0	0	0
ENSG00000226349.2	5	8	9	5	3	7	4	2
ENSG00000226352.2	3	24	2	6	12	36	5	18
ENSG00000226353.1	0	0	0	0	0	0	0	0
ENSG00000226355.2	2	0	0	0	2	10	1	3
ENSG00000226356.2	0	0	0	0	0	0	0	0
ENSG00000226358.1	0	0	0	0	0	0	0	0
ENSG00000226359.1	2	0	0	7	1	6	0	1
ENSG00000226360.5	52	26	36	55	44	68	39	46
ENSG00000226361.5	0	0	0	0	0	0	0	0
ENSG00000226363.5	15	13	1	13	8	12	1	1
ENSG00000226364.2	0	0	0	0	0	2	0	0
ENSG00000226366.1	0	0	0	0	0	1	0	0
ENSG00000226367.6	0	2	1	3	3	4	0	2
ENSG00000226369.1	0	0	0	0	0	0	0	0
ENSG00000226370.2	0	2	0	0	0	0	2	0
ENSG00000226372.4	0	0	0	0	0	0	0	0
ENSG00000226374.4	0	7	0	0	0	0	0	0
ENSG00000226375.1	0	0	0	1	0	0	0	0
ENSG00000226383.8	71	201	8	2	15	45	49	35
ENSG00000226386.2	8	2	35	1	13	13	9	19
ENSG00000226387.3	0	0	0	0	0	0	0	0
